Scaffold	Start	End	Mid	Sites	D.Asia_SW.Sichuan_SW.NE	outlier.D.Asia_SW.Sichuan_SW.NE	D.Asia_SW.Sichuan_Sichuan.NE	outlier.D.Asia_SW.Sichuan_Sichuan.NE	D.Asia_SW.N_N.NE	outlier.D.Asia_SW.N_N.NE	D.Asia_SW.N_N.Sichuan	outlier.D.Asia_SW.N_N.Sichuan	D.Noram_NoramE.CircNoramE_CircNoramE.Noram2	outlier.D.Noram_NoramE.CircNoramE_CircNoramE.Noram2	D.AsiaSW.NoramE_AsiaNE.NoramE	outlier.D.AsiaSW.NoramE_AsiaNE.NoramE	D.AsiaSW.NoramE_AsiaN.NoramE	outlier.D.AsiaSW.NoramE_AsiaN.NoramE	D.AsiaSichuan.NoramE_AsiaNE.NoramE	outlier.D.AsiaSichuan.NoramE_AsiaNE.NoramE	D.AsiaSichuan.NoramE_AsiaN.NoramE	outlier.D.AsiaSichuan.NoramE_AsiaN.NoramE	D.AsiaSW.CircNoramE_AsiaNE.CircNoramE	outlier.D.AsiaSW.CircNoramE_AsiaNE.CircNoramE	D.AsiaSW.CircNoramE_AsiaSichuan.CircNoramE	outlier.D.AsiaSW.CircNoramE_AsiaSichuan.CircNoramE	D.AsiaSW.CircNoramW_AsiaNE.CircNoramW	outlier.D.AsiaSW.CircNoramW_AsiaNE.CircNoramW	D.AsiaSW.CircNoramW_AsiaSichuan.CircNoramW	outlier.D.AsiaSW.CircNoramW_AsiaSichuan.CircNoramW	D.AsiaSW.EuroN_AsiaNE.EuroN	outlier.D.AsiaSW.EuroN_AsiaNE.EuroN	D.AsiaSW.EuroN_AsiaSichuan.EuroN	outlier.D.AsiaSW.EuroN_AsiaSichuan.EuroN	D.AsiaSC.Noram_AsiaSC.CircNoram	outlier.D.AsiaSC.Noram_AsiaSC.CircNoram	D.AsiaSW.Noram_AsiaSW.CircNoram	outlier.D.AsiaSW.Noram_AsiaSW.CircNoram	outlier.fst_Noram.CircnoramE
Scaffold01	2715001	2725000	2720077	1156	0.3607	outlier	-0.0752	background	-0.0775	background	-0.0719000000000001	background	0.5675	background	-0.0848	background	0.0417000000000001	background	-0.1503	background	-0.0237999999999999	background	-0.117	background	0.1178	background	-0.0946	background	0.0243	background	-0.0906	background	0.0903	background	0.2943	background	0.242	background	background
Scaffold01	2895001	2905000	2904576	27	0.3059	background	-0.1231	background	-0.1051	background	0.2945	outlier	0.5152	background	-0.1227	background	0.2558	outlier	-0.3974	background	-0.0189	background	0.0256	background	-0.0716	background	-0.0485	background	0.0534	background	-0.1461	background	0.2883	outlier	0.019	background	0.3653	background	background
Scaffold01	3035001	3045000	3039576	44	-0.0329	background	-0.0169	background	-0.0139	background	-0.0239	background	-0.0158	background	0.006	background	0.0022	background	0.0535	outlier	0.0497	background	0.005	background	0.0137	background	0.0189	background	-0.000799999999999995	background	5e-04	background	0.0166	background	0.0264	background	-0.0348	background	background
Scaffold01	3080001	3090000	3085308	1537	0.00619999999999998	background	-0.0015	background	0.0379	background	0.2479	background	0.5897	background	-0.0569999999999999	background	0.1656	background	-0.2652	background	-0.0426	background	-0.0755	background	0.3159	outlier	-0.0416000000000001	background	0.3509	outlier	-0.0634	background	0.1532	background	0.3239	background	0.2162	background	outlier
Scaffold01	3205001	3215000	3210383	1240	0.1722	background	-0.0704	background	-0.0666	background	0.3275	outlier	0.3939	background	-0.0954	background	0.1552	background	-0.3001	background	-0.0495	background	-0.0917	background	0.167	background	-0.0903	background	0.3357	background	-0.1099	background	0.2255	background	0.25	background	0.2877	background	background
Scaffold01	3210001	3220000	3215135	1325	0.2455	background	-0.0475	background	-0.0414999999999999	background	0.3893	outlier	0.3661	background	-0.0859	background	0.1909	background	-0.334	background	-0.0572	background	-0.0948	background	0.2333	background	-0.0658	background	0.388	outlier	-0.1111	background	0.3245	outlier	0.1991	background	0.2139	background	background
Scaffold01	3215001	3225000	3220283	1368	0.1434	background	-0.0599	background	-0.0419	background	0.3245	outlier	0.3109	background	-0.0741	background	0.1092	background	-0.2473	background	-0.064	background	-0.0908	background	0.1588	background	-0.0857	background	0.3273	background	-0.1369	background	0.3243	outlier	0.2179	background	0.2323	background	background
Scaffold01	3245001	3255000	3251370	1229	0.2098	background	0.011	background	0.0071	background	0.2215	background	0.5669	background	-0.0554	background	0.1436	background	-0.2298	background	-0.0308	background	-0.0716	background	0.2535	background	-0.0258	background	0.2929	background	-0.0757	background	0.2933	outlier	0.3413	background	0.2622	background	background
Scaffold01	3260001	3270000	3264810	1608	0.2015	background	0.0159	background	0.00340000000000001	background	0.1081	background	0.6351	outlier	-0.0431	background	0.126	background	-0.1683	background	0.000800000000000023	background	-0.0731	background	0.1332	background	-0.0257	background	0.0748	background	-0.0765	background	0.1339	background	0.3421	background	0.3341	background	outlier
Scaffold01	3265001	3275000	3268167	969	0.1924	background	-0.0197	background	-0.0148	background	0.0862	background	0.6833	outlier	-0.051	background	0.0908	background	-0.1561	background	-0.0143	background	-0.0722	background	0.1297	background	-0.04	background	0.0623	background	-0.0931	background	0.1443	background	0.4634	outlier	0.4388	background	outlier
Scaffold01	3280001	3290000	3284220	1145	0.0777	background	-0.0238	background	-0.0147	background	0.3097	outlier	0.4567	background	-0.0711	background	0.0914	background	-0.2285	background	-0.066	background	-0.061	background	0.1472	background	-0.0437000000000001	background	0.3444	outlier	-0.0759	background	0.129	background	0.1735	background	0.1837	background	background
Scaffold01	3285001	3295000	3289682	764	0.1805	background	-0.0745	background	-0.0751	background	0.3244	outlier	0.4922	background	-0.0878	background	0.0889	background	-0.2294	background	-0.0527	background	-0.1056	background	0.1157	background	-0.0949	background	0.2949	background	-0.1074	background	0.159	background	0.176	background	0.2019	background	background
Scaffold01	3290001	3300000	3295842	1069	0.3096	outlier	-0.0123	background	-0.0139	background	0.3005	outlier	0.5761	background	-0.0660000000000001	background	0.0406	background	-0.1622	background	-0.0556	background	-0.0937	background	0.2886	outlier	-0.0542	background	0.3365	background	-0.1003	background	0.3162	outlier	0.3617	background	0.1693	background	background
Scaffold01	3295001	3305000	3299765	1204	0.3941	outlier	0.0284	background	0.00949999999999995	background	-0.0706000000000001	background	0.6375	outlier	-0.0387	background	0.0405	background	-0.0943999999999999	background	-0.0152	background	-0.0859	background	0.1502	background	-0.0388	background	0.0809	background	-0.0906	background	0.147	background	0.369	background	0.2745	background	background
Scaffold01	3305001	3315000	3309404	1365	0.1837	background	-0.0477	background	-0.0496	background	0.1599	background	0.5745	background	-0.0671	background	0.1302	background	-0.2302	background	-0.0329	background	-0.1057	background	0.291	outlier	-0.0692	background	0.3855	outlier	-0.1134	background	0.3129	outlier	0.4102	background	0.2823	background	background
Scaffold01	3310001	3320000	3314121	899	0.2807	background	-0.0471	background	-0.0515	background	0.2627	outlier	0.6107	background	-0.0669	background	0.1012	background	-0.2179	background	-0.0498000000000001	background	-0.1083	background	0.3431	outlier	-0.0730999999999999	background	0.4207	outlier	-0.1107	background	0.4008	outlier	0.4673	outlier	0.2752	background	background
Scaffold01	3315001	3325000	3320923	798	0.2574	background	0.0147	background	0.0254	background	0.3797	outlier	0.5397	background	-0.0527	background	0.0793	background	-0.2303	background	-0.0983	background	-0.082	background	0.3335	outlier	-0.0166000000000001	background	0.4028	outlier	-0.0863	background	0.3735	outlier	0.303	background	0.1471	background	background
Scaffold01	3320001	3330000	3324781	948	0.208	background	0.0421	background	0.0573	background	0.3684	outlier	0.5682	background	-0.0393	background	0.0762999999999999	background	-0.2058	background	-0.0902	background	-0.0627	background	0.3395	outlier	0.0152	background	0.4014	outlier	-0.0637	background	0.3628	outlier	0.2909	background	0.1179	background	background
Scaffold01	3325001	3335000	3329900	890	0.2067	background	0.0667	background	0.0972	background	0.3947	outlier	0.6115	background	-0.00819999999999999	background	0.0700000000000001	background	-0.1663	background	-0.0881	background	-0.0405	background	0.3552	outlier	0.0447	background	0.411	outlier	-0.0457	background	0.2591	background	0.3714	background	0.1743	background	background
Scaffold01	3330001	3340000	3335315	1113	0.2825	background	0.049	background	0.0630999999999999	background	0.4347	outlier	0.5381	background	-0.0175000000000001	background	0.1268	background	-0.2438	background	-0.0995	background	-0.0566	background	0.3591	outlier	0.0175	background	0.4551	outlier	-0.0605	background	0.3069	outlier	0.3478	background	0.215	background	background
Scaffold01	3335001	3345000	3340007	1310	0.3287	outlier	0.0321	background	0.0324	background	0.4533	outlier	0.5231	background	-0.0330999999999999	background	0.127	background	-0.2275	background	-0.0674	background	-0.068	background	0.3598	outlier	-0.00149999999999995	background	0.3821	outlier	-0.0746999999999999	background	0.394	outlier	0.3756	background	0.2102	background	background
Scaffold01	3340001	3350000	3343771	950	0.3085	outlier	0.0392	background	0.0404	background	0.393	outlier	0.4957	background	-0.0354	background	0.0943	background	-0.1842	background	-0.0545	background	-0.0599	background	0.337	outlier	0.00519999999999998	background	0.3026	background	-0.0694	background	0.3073	outlier	0.2825	background	0.0943	background	background
Scaffold01	3345001	3355000	3350493	844	0.0922	background	0.00900000000000001	background	0.0122	background	0.2685	outlier	0.4045	background	-0.0237	background	0.0916	background	-0.1914	background	-0.0761	background	-0.0383	background	0.2615	background	-0.0152	background	0.2958	background	-0.0288	background	0.1966	background	0.0795	background	-0.0143	background	background
Scaffold01	3535001	3545000	3540423	932	0.194	background	0.0293	background	0.0172	background	0.2851	outlier	0.4549	background	-0.0547	background	0.2175	background	-0.3411	background	-0.0689	background	-0.0525	background	0.2416	background	-0.0129999999999999	background	0.3975	outlier	-0.041	background	0.1946	background	0.0739	background	0.1187	background	background
Scaffold01	3715001	3725000	3720965	322	0.0508	background	0.1613	background	0.1881	outlier	0.1732	background	0.1678	background	0.0313	background	0.091	background	-0.0649	background	-0.0052	background	0.1164	outlier	0.1951	background	0.1916	outlier	0.2487	background	0.0597	outlier	0.1459	background	0.0433	background	-0.0556	background	background
Scaffold01	3745001	3755000	3748977	681	0.00259999999999999	background	0.0902	background	0.2038	outlier	0.2596	outlier	0.1004	background	0.042	background	0.1587	background	-0.1288	background	-0.0121	background	0.0738	outlier	0.2429	background	0.1783	outlier	0.3274	background	0.00390000000000001	background	0.1268	background	-0.0224	background	-0.0945	background	background
Scaffold01	3750001	3760000	3750661	268	0.0242	background	0.1509	background	0.2834	outlier	0.3513	outlier	0.1297	background	0.0631	outlier	0.1834	background	-0.13	background	-0.0097	background	0.151	outlier	0.35	outlier	0.2531	outlier	0.3917	outlier	-0.0277	background	0.1252	background	-0.0312	background	-0.1881	background	background
Scaffold01	3755001	3765000	3764378	183	0.115	background	0.1991	background	0.1498	background	-0.0141	background	0.1191	background	0.0597	outlier	0.0283	background	-0.0258	background	-0.0572	background	0.0148	background	0.0587	background	0.1026	background	0.0136	background	0.0458	outlier	0.0734	background	-0.0201	background	0.00669999999999998	background	background
Scaffold01	3780001	3790000	3786310	111	0.1041	background	0.0518	background	0.0615	background	-0.0374	background	-0.0078	background	0.0538	outlier	0.0167	background	-0.0144	background	-0.0515	background	-0.00339999999999999	background	0.1229	background	0.0311	background	0.115	background	-0.015	background	0.0575	background	-0.0446	background	-0.0993	background	background
Scaffold01	3830001	3840000	3835173	883	0.2681	background	0.0985	background	0.1121	background	0.177	background	0.0832	background	-0.0128	background	0.1465	background	-0.1684	background	-0.0091	background	-0.0141	background	0.1837	background	0.0735	background	0.2258	background	-0.0035	background	0.2733	outlier	0.0168	background	-0.0113	background	background
Scaffold01	4005001	4015000	4011107	639	0.074	background	0.0715	background	0.0932	background	0.1587	background	0.5035	background	-0.0559000000000001	background	0.0587	background	-0.1319	background	-0.0173	background	0.0487	outlier	0.1118	background	-0.027	background	0.0672	background	-0.0057	background	0.0564	background	0.3585	background	0.3227	background	background
Scaffold01	4050001	4060000	4050996	152	0.1433	background	-0.024	background	-0.0653	background	0.2655	outlier	0.4916	background	-0.0536	background	-0.1023	background	-0.2048	background	-0.2535	background	-0.1434	background	0.164	background	-0.0754	background	0.0993	background	-0.1151	background	0.0618	background	0.0676	background	0.0548	background	background
Scaffold01	4085001	4095000	4094627	27	0.0376	background	0.097	background	0.042	background	0.2968	outlier	0.0113	background	0.00470000000000001	background	0.1759	background	-0.1816	background	-0.0104	background	0.00239999999999999	background	0.1956	background	-0.0568	background	0.1802	background	-0.0278	background	0.1565	background	-0.0059	background	-0.0152	background	background
Scaffold01	4090001	4100000	4096359	89	0.2911	background	0.1887	background	0.2304	outlier	0.4728	outlier	0.28	background	0.0681	outlier	0.2677	outlier	-0.2097	background	-0.0101	background	0.0315	background	0.2961	outlier	0.1053	background	0.3768	outlier	-0.00820000000000004	background	0.2408	background	0.0283	background	0.01	background	background
Scaffold01	4095001	4105000	4102063	614	0.1406	background	-0.1018	background	-0.0977	background	0.2641	outlier	0.2949	background	-0.1246	background	0.1909	background	-0.382	background	-0.0665	background	-0.1235	background	0.2059	background	-0.1126	background	0.2493	background	-0.1177	background	0.1807	background	0.1703	background	0.2218	background	background
Scaffold01	4200001	4210000	4203579	354	0.199	background	0.00789999999999996	background	0.0233	background	0.1305	background	0.213	background	-0.0531	background	0.279	outlier	-0.344	background	-0.0119	background	-0.0725	background	0.2038	background	-0.0279	background	0.2489	background	-0.0621	background	0.1576	background	0.1155	background	0.2026	background	background
Scaffold01	4210001	4220000	4211299	172	-0.1341	background	0.0563	background	-0.105	background	-0.026	background	0.223	background	-0.275	background	0.0354	background	-0.1881	background	0.1223	outlier	-0.418	background	-0.2265	background	-0.4017	background	-0.2742	background	-0.1891	background	-0.0081	background	-0.1733	background	-0.0337	background	background
Scaffold01	4225001	4235000	4229312	430	0.0389	background	-0.0225	background	0.2033	outlier	-0.0814	background	0.5186	background	-0.0803	background	0.1187	background	-0.2593	background	-0.0603	background	-0.0423	background	0.1304	background	-0.0242	background	0.0595	background	-0.0993	background	0.181	background	0.113	background	0.1616	background	background
Scaffold02	85001	95000	4359501	204	0.0333	background	0.02	background	-0.0045	background	-0.0034	background	0.171	background	0.0629	outlier	0.1053	background	0.0252	outlier	0.0676	background	0.0292	background	0.0942	background	0.0512	background	0.071	background	0.0051	background	0.0129	background	0.0677	background	0.0112	background	background
Scaffold02	95001	105000	4371221	303	-0.032	background	0.0281	background	0.0165	background	0.0334	background	0.3622	background	-0.0615	background	0.0828	background	-0.1919	background	-0.0476	background	-0.0138	background	0.0723	background	0.000700000000000006	background	0.1006	background	-0.0329	background	0.0702	background	0.4625	outlier	0.5206	background	background
Scaffold02	290001	300000	4563756	115	0.0585	background	0.0283	background	0.0823	background	-0.0204	background	0.1557	background	0.081	outlier	0.1064	background	0.0111	outlier	0.0365	background	0.0247	background	0.0592	background	0.131	outlier	0.02	background	0.0152	background	0.0671	background	0.1225	background	0.1332	background	background
Scaffold02	295001	305000	4563859	89	0.0701	background	0.0379	background	0.0808	background	0.0109	background	0.129	background	0.085	outlier	0.1194	background	0.00119999999999998	outlier	0.0356	background	0.0338	background	0.067	background	0.1363	outlier	0.0396	background	0.0181	background	0.0816	background	0.1169	background	0.1337	background	background
Scaffold02	310001	320000	4586888	14	-0.1212	background	-0.0874	background	0.143	background	0.0285	background	0.0227	background	0.1435	outlier	0.3057	outlier	0.0461	outlier	0.2083	outlier	0.2469	outlier	0.0998000000000001	background	0.318	outlier	0.0413	background	0.0406	outlier	0.027	background	-0.2054	background	-0.2078	background	background
Scaffold02	340001	350000	4613233	800	0.2348	background	0.0995	background	0.0203	background	-0.2222	background	0.2095	background	-0.0289	background	0.1522	background	-0.0768	background	0.1043	outlier	-0.0532	background	0.0372	background	-0.00939999999999996	background	-0.0348	background	-0.0645	background	-0.001	background	0.2085	background	0.2192	background	background
